representation,clustering_method,cluster_id,is_noise,size,top_tokens,top_sources,example_messages
tfidf,dbscan,117,False,29,path_token; source_reg; action; reg_dword_le; num_token; path; reg_sz; vendor; connections; cm_cellularentries; connectivityprofiles; supl,REG:29,[\Location\V2UPL1\MPC\Apply\Csp] Action: [REG_DWORD_LE] 1 Path: [REG_SZ] SUPL/V2UPL1/MPC || [\DeviceManagement\Accounts\Account\ServerID\Apply\Csp] Action: [REG_DWORD_LE] 1 Path: [REG_SZ] DMAcc/~AccountId~/ServerID || [\CleanPC\CleanPCWithoutRetainingUserData\Apply\Csp] Action: [REG_DWORD_LE] 2 Path: [REG_SZ] ./Vendor/MSFT/CleanPC/CleanPCWithoutRetainingUserData
tfidf,dbscan,118,False,98,source_reg; hkey_local_machine; path_token; unknown; num_token,REG:98,[HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\PRINTENUM\PrintQueues\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0004] (default): [UNKNOWN] (36 bytes) || [HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&61aaa01&0&AF\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0008 || [HKEY_LOCAL_MACHINE\System\ControlSet001\Control\NetworkSetup2\Interfaces\{4B4F8528-A4D6-4022-8AD8-02BC512C0679}\Properties\{a111f1f4-5923-47c0-9a68-d0bafb57790
tfidf,dbscan,119,False,12,num_token; update; source_file; api; ms; win; core; dll; parent; source; reason; usn_reason_data_extend,FILE:12,api-ms-win-core-string-obsolete-l1-1-1.dll File reference: 200385-1 Parent file reference: 191349-3 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REA || api-ms-win-core-datetime-l1-1-0.dll File reference: 206235-1 Parent file reference: 206215-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_FIL || api-ms-win-core-winrt-registration-l1-1-0.dll File reference: 200689-1 Parent file reference: 191349-3 Update source: Update reason: USN_REASON_DATA_EXTEND USN_
tfidf,dbscan,120,False,25,num_token; update; source_file; exe; parent; source; reason; usn_reason_security_change; usn_reason_close; pf; svchost; msedgewebview,FILE:25,MSEDGEWEBVIEW2.EXE-95B78910.pf File reference: 133821-2 Parent file reference: 76318-2 Update source: Update reason: USN_REASON_SECURITY_CHANGE USN_REASON_CLOSE || WMIPRVSE.EXE-0C8A533A.pf File reference: 1418-2 Parent file reference: 76318-2 Update source: Update reason: USN_REASON_SECURITY_CHANGE USN_REASON_CLOSE || SVCHOST.EXE-019B465E.pf File reference: 132789-1 Parent file reference: 76318-2 Update source: Update reason: USN_REASON_SECURITY_CHANGE USN_REASON_CLOSE
tfidf,dbscan,121,False,45,num_token; update; source_file; lib; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; ndfapi; bufferoverflowu,FILE:45,BufferOverflowU.lib File reference: 214718-1 Parent file reference: 206321-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EXTEND USN_ || MSImg32.Lib File reference: 214476-1 Parent file reference: 206321-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EXTEND USN_REASON_F || ualapi.lib File reference: 214646-1 Parent file reference: 206321-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EXTEND USN_REASON_FI
tfidf,dbscan,122,False,33,num_token; update; source_file; private; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; iltoc,FILE:33,System.Private.TypeLoader.iltoc File reference: 233550-1 Parent file reference: 222764-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA || System.Private.Reflection.Execution.toc File reference: 219474-1 Parent file reference: 219473-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REA || System.Private.CoreLib.iltocpdb File reference: 219684-1 Parent file reference: 219428-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA
tfidf,dbscan,123,False,34,num_token; update; source_file; private; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; reflection; interop,FILE:34,System.Private.Interop.ilpdb File reference: 242359-1 Parent file reference: 223818-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EX || System.Private.Reflection.Metadata.ilpdb File reference: 226798-1 Parent file reference: 222029-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_RE || System.Private.StackTraceMetadata.iltocpdb File reference: 242750-1 Parent file reference: 222764-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_
tfidf,dbscan,124,False,61,num_token; update; source_file; js; parent; source; reason; usn_reason_security_change; definition; index; styles; open,FILE:61,get-changed-params.js File reference: 139108-2 Parent file reference: 139106-2 Update source: Update reason: USN_REASON_SECURITY_CHANGE || base64ToString.js File reference: 138462-2 Parent file reference: 138445-2 Update source: Update reason: USN_REASON_SECURITY_CHANGE || sentenceCase.js File reference: 138565-2 Parent file reference: 138445-2 Update source: Update reason: USN_REASON_SECURITY_CHANGE
tfidf,dbscan,125,False,176,source_reg; hkey_local_machine; path_token; reg_sz; hex_token; bc; ab; fa; fe; fb; db; cc,REG:176,[HKEY_LOCAL_MACHINE\Software\Classes\Interface\{89A9562A-E472-4DA5-929C-DE61711DD261}\ProxyStubClsid32] (default): [REG_SZ] {8BDCE735-A077-406B-B526-F1465DD4D35 || [HKEY_LOCAL_MACHINE\Software\Classes\ImeKeyEventHandler1041\CLSID] (default): [REG_SZ] {a38f3677-32fc-4dac-99b3-d804b193d2c4} || [HKEY_LOCAL_MACHINE\Software\Classes\X509Enrollment.CX509PolicyServerUrl\CLSID] (default): [REG_SZ] {91f3902a-217f-11da-b2a4-000e7bbb2b09}
tfidf,dbscan,126,False,66,source_pe; pe; dynamic; link; library; dll,PE:66,PE Type: Dynamic Link Library (DLL) || PE Type: Dynamic Link Library (DLL) || PE Type: Dynamic Link Library (DLL)
tfidf,dbscan,127,False,26,path_token; source_reg; hkey_local_machine; hex_token; reg_sz; assemblies,REG:26,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9F442E3DEC466CC3DBEF64A42F1490AB] A1A3C9A1B665AFC4B87217CF2 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9BD1B7314AED3214CA8A8653FC852F6C] A1A3C9A1B665AFC4B87217CF2 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6AA77FE8BC24B765F9A16F2A1BF207C2] A1A3C9A1B665AFC4B87217CF2
tfidf,dbscan,128,False,85,num_token; reg_sz; source_reg; hkey_local_machine; path_token; hex_token; version; bed; ea; cc; cf; dd,REG:85,[HKEY_LOCAL_MACHINE\Software\Classes\Interface\{6D54E42C-4625-4359-A6F7-631999107E05}\TypeLib] (default): [REG_SZ] {21D6D480-A88B-11D0-83DD-00AA003CCABD} Versio || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{C664FE09-0A55-316D-B25B-6B3200ECAF70}\TypeLib] (default): [REG_SZ] {BED7F4EA-1A96-11D2-8F08-00A0C9A6186D} Versio || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\Interface\{A2A08B09-103D-4D3F-B91C-EA455CA82EFA}\TypeLib] (default): [REG_SZ] {EAB22AC0-30C1-11CF-A7EB-0000C05B
tfidf,dbscan,129,False,157,num_token; update; source_file; png; parent; source; reason; usn_reason_security_change; usn_reason_close; scale; targetsize; _contrast,FILE:157,VoiceRecorderAppList.targetsize-20_contrast-black.png File reference: 37684-1 Parent file reference: 590-1 Update source: Update reason: USN_REASON_SECURITY_CHA || CameraSmallTile.scale-100.png File reference: 37095-1 Parent file reference: 516-1 Update source: Update reason: USN_REASON_SECURITY_CHANGE USN_REASON_CLOSE || LockScreenLogo.scale-125.png File reference: 38244-1 Parent file reference: 135148-4 Update source: Update reason: USN_REASON_SECURITY_CHANGE USN_REASON_CLOSE
tfidf,dbscan,130,False,33,path_token; source_file; sdks; bootstrapper; directory,FILE:33,NTFS:\Program Files (x86)\Microsoft SDKs\ClickOnce Bootstrapper\Engine\ru Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\ClickOnce Bootstrapper\Packages\DotNetFX461\cs Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\ClickOnce Bootstrapper\Packages\DotNetFX452\cs Type: directory
tfidf,dbscan,131,False,12,source_olecf; root,OLECF:12,Name: Root Entry || Name: Root Entry || Name: Root Entry
tfidf,dbscan,132,False,11,num_token; reg_sz; source_reg; hkey_local_machine; path_token; hex_token; version; bee; bfec; fce,REG:11,[HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\Interface\{6EEF3D0D-305A-3DF4-9830-8C2B40E1C4BF}\TypeLib] (default): [REG_SZ] {BEE4BFEC-6683-3E67-9167-3C0CBC68 || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{BE380BEC-79F2-3876-B510-FA2FE43B7EB7}\TypeLib] (default): [REG_SZ] {BEE4BFEC-6683-3E67-9167-3C0CBC68F40A} Versio || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{EA9E1DD2-EF9A-3570-AE1A-2F625F594C3B}\TypeLib] (default): [REG_SZ] {BEE4BFEC-6683-3E67-9167-3C0CBC68F40A} Versio
tfidf,dbscan,133,False,19,num_token; hex_token; uwainstallwork; onprogress; install; source_evt; provider; identifier; ac; source; agent; strings,EVT:19,[2005 / 0x07d5] Provider identifier: {e0c6f6de-258a-50e0-ac1a-103482d118bc} Source Name: Microsoft-Windows-Install-Agent Strings: ['UWAInstallWork::OnProgress U || [2005 / 0x07d5] Provider identifier: {e0c6f6de-258a-50e0-ac1a-103482d118bc} Source Name: Microsoft-Windows-Install-Agent Strings: ['UWAInstallWork::OnProgress U || [2005 / 0x07d5] Provider identifier: {e0c6f6de-258a-50e0-ac1a-103482d118bc} Source Name: Microsoft-Windows-Install-Agent Strings: ['UWAInstallWork::OnProgress U
tfidf,dbscan,134,False,31,num_token; source_evt; provider; identifier; hex_token; source; strings; computer; windev; eval; record; event,EVT:31,[5351 / 0x14e7] Provider identifier: {aea1b4fa-97d1-45f2-a64c-4d69fffd92c9} Source Name: Microsoft-Windows-GroupPolicy Strings: ['true' '0'] Computer Name: WinD || [216 / 0x00d8] Provider identifier: {ba723d81-0d0c-4f1e-80c8-54740f508ddf} Source Name: Microsoft-Windows-AppxPackagingOM Strings: ['http://schemas.microsoft.co || [811 / 0x032b] Provider identifier: {dbe9b383-7cf3-4331-91cc-a3cb16a3b538} Source Name: Microsoft-Windows-Winlogon Strings: ['0' 'TermSrv'] Computer Name: WinDe
tfidf,dbscan,135,False,27,num_token; update; source_file; hex_token; parent; source; reason; usn_reason_file_delete; usn_reason_rename_new_name; usn_reason_close,FILE:27,0004000000020C410DC7D9A9 File reference: 134209-4 Parent file reference: 29-1 Update source: Update reason: USN_REASON_FILE_DELETE USN_REASON_RENAME_NEW_NAME US || 0002000000020487240E5395 File reference: 132231-2 Parent file reference: 29-1 Update source: Update reason: USN_REASON_FILE_DELETE USN_REASON_RENAME_NEW_NAME US || 0002000000020B026285DE6E File reference: 133890-2 Parent file reference: 29-1 Update source: Update reason: USN_REASON_FILE_DELETE USN_REASON_RENAME_NEW_NAME US
tfidf,dbscan,136,False,67,num_token; update; source_file; log; parent; source; reason; usn_reason_data_extend; ngen; setupapi; dev,FILE:67,ngen.log File reference: 47475-1 Parent file reference: 3532-1 Update source: Update reason: USN_REASON_DATA_EXTEND || setupapi.dev.log File reference: 132394-2 Parent file reference: 2528-1 Update source: Update reason: USN_REASON_DATA_EXTEND || setupapi.dev.log File reference: 132394-2 Parent file reference: 2528-1 Update source: Update reason: USN_REASON_DATA_EXTEND
tfidf,dbscan,137,False,141,path_token; source_reg; hkey_local_machine; reg_expand_sz; systemroot; threadingmodel; reg_sz; apartment; free; neutral,REG:141,[HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\CLSID\{884e200e-217d-11da-b2a4-000e7bbb2b09}\InProcServer32] (default): [REG_EXPAND_SZ] %systemroot%\system32\C || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\CLSID\{9EF96870-E160-4792-820D-48CF0649E4EC}\InprocServer32] (default): [REG_EXPAND_SZ] %SystemRoot%\System32\S || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\CLSID\{E7772804-3287-418E-9072-CF2B47238981}\InProcServer32] (default): [REG_EXPAND_SZ] %SystemRoot%\system32\u
tfidf,dbscan,138,False,107,reg_sz; path_token; source_reg; hkey_local_machine; configuration; description; manufacturer; pci; no_drv; cht; nt; null,REG:107,[HKEY_LOCAL_MACHINE\System\DriverDatabase\DriverPackages\megasas35i.inf_amd64_3c9ecc1d5a3cfded\Descriptors\PCI\VEN_1000&DEV_0015&SUBSYS_1F3C1028] Configuration: || [HKEY_LOCAL_MACHINE\System\DriverDatabase\DriverPackages\cht4vx64.inf_amd64_b03448ba0b72ec47\Descriptors\PCI\VEN_1425&DEV_5818&SUBSYS_00001425] Configuration: [ || [HKEY_LOCAL_MACHINE\System\DriverDatabase\DriverPackages\mlx4_bus.inf_amd64_4c426f3bebc68844\Descriptors\PCI\VEN_15B3&DEV_673c] Configuration: [REG_SZ] MLX4BUS.
tfidf,dbscan,139,False,13,num_token; reg_dword_le; reg_sz; path_token; source_reg; hkey_local_machine; behavior; highrange; lowrange; mergealgorithm; policytype; value,REG:13,[HKEY_LOCAL_MACHINE\Software\Microsoft\PolicyManager\default\Browser\AlwaysEnableBooksLibrary] Behavior: [REG_DWORD_LE] 73776 GPBlockingRegKeyPath: [REG_SZ] Sof || [HKEY_LOCAL_MACHINE\Software\Microsoft\PolicyManager\default\Browser\AllowSavingHistory] Behavior: [REG_DWORD_LE] 73776 GPBlockingRegKeyPath: [REG_SZ] Software\ || [HKEY_LOCAL_MACHINE\Software\Microsoft\PolicyManager\default\Browser\AllowAddressBarDropdown] Behavior: [REG_DWORD_LE] 73776 GPBlockingRegKeyPath: [REG_SZ] Soft
tfidf,dbscan,140,False,37,path_token; source_reg; hkey_local_machine; reg_sz; deviceinstance; allpatches; defaultinstance; management; acpi; noopenwith; implementedinthisversion; visualstudio,REG:37,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\57A4F88456A445644ACE4D7F495418E1\Patches] AllPatches: [REG_SZ || [HKEY_LOCAL_MACHINE\System\DriverDatabase\DriverPackages\netevbd0a.inf_amd64_e51311cc71b9ab83\Configurations\bcm57710_1060_amd64wlh\Device\Interrupt Management] || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\7DC57766C6CBE244E8987B939920DC7A\Patches] AllPatches: [REG_SZ
tfidf,dbscan,141,False,36,num_token; reg_dword_le; hex_token; reg_sz; path_token; package; source_reg; hkey_local_machine; based; servicing; currentstate; installclient,REG:36,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Component Based Servicing\Packages\Microsoft-Windows-Wifi-Client-Intel-Netwns64-FOD-Package~31bf38 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Component Based Servicing\Packages\HyperV-IsolatedVm-merged-Package~31bf3856ad364e35~amd64~~10.0.2 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Component Based Servicing\Packages\RemoteDesktopServices-Base-Package~31bf3856ad364e35~amd64~~10.0
tfidf,dbscan,142,False,154,num_token; update; source_file; dll; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; resources; reflection; security,FILE:154,Microsoft.VisualStudio.TestTools.CppUnitTestFramework.dll File reference: 216344-1 Parent file reference: 216204-1 Update source: Update reason: USN_REASON_DATA || sg.resources.dll File reference: 238485-1 Parent file reference: 224583-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_FILE_CREATE || Gatekeeper.Engine.resources.dll File reference: 227887-1 Parent file reference: 226561-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_FILE_CR
tfidf,dbscan,143,False,26,num_token; update; source_file; parent; source; reason; usn_reason_file_create; usn_reason_close,FILE:26,de File reference: 222790-1 Parent file reference: 222789-1 Update source: Update reason: USN_REASON_FILE_CREATE USN_REASON_CLOSE || he File reference: 175417-2 Parent file reference: 171303-2 Update source: Update reason: USN_REASON_FILE_CREATE USN_REASON_CLOSE || it File reference: 226521-1 Parent file reference: 222172-1 Update source: Update reason: USN_REASON_FILE_CREATE USN_REASON_CLOSE
tfidf,dbscan,144,False,49,num_token; update; source_file; hex_token; parent; source; reason; usn_reason_file_create,FILE:49,BA0FE14DD445FDB45194FE590D33340BD92DD8AB File reference: 246224-1 Parent file reference: 244354-3 Update source: Update reason: USN_REASON_FILE_CREATE || D5BCB1FA0C152766336FA73D73AAAEC56BDE24C1 File reference: 247030-1 Parent file reference: 244354-3 Update source: Update reason: USN_REASON_FILE_CREATE || A5E071469DD445A73A3F2251C74E6610CEC7539D File reference: 246307-1 Parent file reference: 244354-3 Update source: Update reason: USN_REASON_FILE_CREATE
tfidf,dbscan,145,False,60,path_token; reg_sz; source_reg; hkey_local_machine; threadingmodel; free,REG:60,[HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\CLSID\{2DB47AE5-CF39-43C2-B4D6-0CD8D90946F4}\InprocServer32] (default): [REG_SZ] C:\Windows\SysWOW64\sbe.dll Th || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\CLSID\{CD000010-8B95-11D1-82DB-00C04FB1625D}\InprocServer32] (default): [REG_SZ] C:\Windows\SysWOW64\cdosys.dll || [HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D51BD5A3-7548-11CF-A520-0080C77EF58A}\InprocServer32] (default): [REG_SZ] C:\Windows\System32\quartz.dll ThreadingMo
tfidf,dbscan,146,False,38,reg_sz; num_token; source_reg; hkey_local_machine; path_token; cf; bb; hex_token; version,REG:38,[HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\Interface\{3050F2A4-98B5-11CF-BB82-00AA00BDCE0B}\TypeLib] (default): [REG_SZ] {3050F1C5-98B5-11CF-BB82-00AA00BD || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\Interface\{30590015-98B5-11CF-BB82-00AA00BDCE0B}\TypeLib] (default): [REG_SZ] {3050F1C5-98B5-11CF-BB82-00AA00BD || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{30510801-98B5-11CF-BB82-00AA00BDCE0B}\TypeLib] (default): [REG_SZ] {3050F1C5-98B5-11CF-BB82-00AA00BDCE0B} Versio
tfidf,dbscan,147,False,29,path_token; source_file; iis; express,FILE:29,NTFS:\Program Files (x86)\IIS Express\fr\iisexpresstray.resources.dll Type: file || NTFS:\Program Files (x86)\IIS Express\pt\IisExpressadminCmd.resources.dll Type: file || NTFS:\Program Files (x86)\IIS Express\custerr\en-us\403-17.htm Type: file
tfidf,dbscan,148,False,13,path_token; source_file; dotnet; directory,FILE:13,NTFS:\Program Files (x86)\dotnet\packs\Microsoft.AspNetCore.App.Ref\8.0.0\analyzers\dotnet\cs\it Type: directory || NTFS:\Program Files (x86)\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\8.0.0\analyzers\dotnet\cs\zh-Hans Type: directory || NTFS:\Program Files (x86)\dotnet\packs\Microsoft.AspNetCore.App.Ref\8.0.0\analyzers\dotnet\cs\de Type: directory
tfidf,dbscan,149,False,18,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; ini; bin; options; desktop; f_,FILE:18,SiteSecurityServiceState.bin File reference: 134428-9 Parent file reference: 244337-3 Update source: Update reason: USN_REASON_DATA_EXTEND || Cookies-journal File reference: 134352-3 Parent file reference: 134176-4 Update source: Update reason: USN_REASON_DATA_EXTEND || Microsoft.Windows.SDK.BuildTools.props File reference: 216873-1 Parent file reference: 216871-1 Update source: Update reason: USN_REASON_DATA_EXTEND
tfidf,dbscan,150,False,16,num_token; hex_token; client; desktop; required; package; amd; reg_dword_le; source_reg; drivers; path_token,REG:16,[\Drivers\amd64\c_printer.inf\qRmmxabi8++J4iL8NnYW5q73gTt5OAOQWOY+DdMBxMg=] Microsoft-Windows-Client-Desktop-Required-Package01~31bf3856ad364e35~amd64~~10.0.226 || [\Drivers\amd64\microsoft_bluetooth_hfp.inf\LGRh+VQJLIys3noMV4/xm7jx701fly2/MHF4flzwUYM=] Microsoft-Windows-Client-Desktop-Required-Package~31bf3856ad364e35~amd || [\Drivers\amd64\netjme.inf\BaUHWYSxHB/im0UFVHzdpSOvVmXU23zZ/Gvf1M2V2OE=] Microsoft-Windows-Client-Desktop-Required-Package0110~31bf3856ad364e35~amd64~~10.0.2262
tfidf,dbscan,151,False,101,path_token; source_file; msbuild,FILE:101,NTFS:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x86\ilc\tools\Microsoft.Threading.Tasks.Extensions.dll Type: file || NTFS:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\arm\ilc\lib\IL\System.ComponentModel.Annotations.dll Type: file || NTFS:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\lib\IL\System.IO.FileSystem.Primitives.dll Type: file
tfidf,dbscan,152,False,11,num_token; update; source_file; exe; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; storeuploader; acccheckconsole,FILE:11,StoreUploader.exe File reference: 205509-1 Parent file reference: 205214-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EXTEND USN_RE || AccCheckConsole.exe File reference: 205742-1 Parent file reference: 205713-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EXTEND USN_ || OneDriveStandaloneUpdater.exe File reference: 133652-3 Parent file reference: 133476-2 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_E
tfidf,dbscan,153,False,26,reg_dword_le; num_token; reg_sz; source_reg; atomic; atomicroot; path_token; connections; devicemanagement; takeatest; sharedpc; hotspot,REG:26,[\HotSpot\EntitlementRequired] Atomic: [REG_DWORD_LE] 1 AtomicRoot: [REG_SZ] /HotSpot Name: [REG_SZ] EntitlementRequired Type: [REG_DWORD_LE] 1 || [\TakeATest\AllowTextSuggestions] Atomic: [REG_DWORD_LE] 1 AtomicRoot: [REG_SZ] /TakeATest Name: [REG_SZ] AllowTextSuggestions Type: [REG_DWORD_LE] 1 || [\TabletMode\ConvertibleSlateModePromptPreference] Atomic: [REG_DWORD_LE] 1 AtomicRoot: [REG_SZ] /TabletMode Name: [REG_SZ] ConvertibleSlateModePromptPreference
tfidf,dbscan,154,False,14,num_token; source_reg; hkey_local_machine; path_token; version; culture; neutral; publickeytoken; hex_token; processorarchitecture; msil,REG:14,[HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\.NETFramework\Fusion\References\Microsoft.Windows.DeveloperLicense.Commands Version=10.0.0.0 Culture=Neutral  || [HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\.NETFramework\Fusion\References\Microsoft.Windows.Diagnosis.SDHost Version=10.0.0.0 Culture=Neutral PublicKey || [HKEY_LOCAL_MACHINE\Software\Microsoft\.NETFramework\policy\Servicing\System.Threading.Tasks.Dataflow Version=4.5.6.0 Culture=neutral PublicKeyToken=b03f5f7f11d
tfidf,dbscan,155,False,22,num_token; update; source_file; dat; parent; source; reason; usn_reason_file_create; ngentasknewworklock; ngenserviceclientlock; ngenrootstorelock; tokens,FILE:22,ngenserviceclientlock.dat File reference: 221575-29 Parent file reference: 2620-1 Update source: Update reason: USN_REASON_FILE_CREATE || ngentasknewworklock.dat File reference: 244484-99 Parent file reference: 3532-1 Update source: Update reason: USN_REASON_FILE_CREATE || ngentasknewworklock.dat File reference: 244485-5 Parent file reference: 3497-1 Update source: Update reason: USN_REASON_FILE_CREATE
tfidf,dbscan,156,False,17,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_close; ini; txt; sqlwriterlogger; f_,FILE:17,shortcuts.ini File reference: 244420-2 Parent file reference: 244415-4 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_CLOSE || newtab File reference: 245030-2 Parent file reference: 245036-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_CLOSE || desktop.ini File reference: 131817-7 Parent file reference: 984-4 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_CLOSE
tfidf,dbscan,157,False,14,num_token; update; source_file; png; parent; source; reason; usn_reason_security_change; watercolor; emptyvideoprojectcreations_lighttheme; hardwarejumplistlogo; smalllogo,FILE:14,Watercolor.png File reference: 136932-2 Parent file reference: 136913-2 Update source: Update reason: USN_REASON_SECURITY_CHANGE || EmptyVideoProjectCreations_LightTheme.png File reference: 36658-1 Parent file reference: 487-1 Update source: Update reason: USN_REASON_SECURITY_CHANGE || HardwareJumpListLogo.png File reference: 36015-1 Parent file reference: 134854-3 Update source: Update reason: USN_REASON_SECURITY_CHANGE
tfidf,dbscan,158,False,12,num_token; source_evt; provider; identifier; acb; hex_token; source; appxdeployment; server; strings; _neutral_split; scale,EVT:12,[8100 / 0x1fa4] Provider identifier: {3f471139-acb7-4a01-b7a7-ff5da4ba2d43} Source Name: Microsoft-Windows-AppXDeployment-Server Strings: ['Microsoft.WebMediaEx || [8101 / 0x1fa5] Provider identifier: {3f471139-acb7-4a01-b7a7-ff5da4ba2d43} Source Name: Microsoft-Windows-AppXDeployment-Server Strings: ['Microsoft.WindowsSou || [8100 / 0x1fa4] Provider identifier: {3f471139-acb7-4a01-b7a7-ff5da4ba2d43} Source Name: Microsoft-Windows-AppXDeployment-Server Strings: ['Microsoft.PowerAutom
tfidf,dbscan,159,False,18,path_token; source_reg; hkey_current_user; reg_dword_le; num_token; capabilities; perpackageindexeddbenabled; settings; defaultapplied; connection; wizard; completed,REG:18,[HKEY_CURRENT_USER\Software\Classes\Extensions\ContractId\Windows.BackgroundTasks\PackageId\MicrosoftWindows.Client.CBS_1000.22677.1000.0_x64__cw5n1h2txyewy\Act || [HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\AppHost\IndexedDB\Microsoft.AccountsControl_cw5n1h2txyewy] PerPackageIndexedDBEnabled: [REG_DWORD_L || [HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\VisualEffects\DWMAeroPeekEnabled] DefaultApplied: [REG_DWORD_LE] 1
tfidf,dbscan,160,False,13,num_token; reg_dword_le; path_token; source_reg; hkey_local_machine; behavior; regkeypathredirect; reg_sz; software; reg_binary; mergealgorithm; policytype,REG:13,[HKEY_LOCAL_MACHINE\Software\Microsoft\PolicyManager\default\ADMX_MSI\SearchOrder] Behavior: [REG_DWORD_LE] 80 RegKeyPathRedirect: [REG_SZ] Software\Policies\Mi || [HKEY_LOCAL_MACHINE\Software\Microsoft\PolicyManager\default\ADMX_DiskQuota\DQ_Limit] Behavior: [REG_DWORD_LE] 96 RegKeyPathRedirect: [REG_SZ] Software\Policies || [HKEY_LOCAL_MACHINE\Software\Microsoft\PolicyManager\default\ADMX_QOS\QosServiceTypeNetworkControl_NC] Behavior: [REG_DWORD_LE] 96 RegKeyPathRedirect: [REG_SZ] 
