representation,clustering_method,cluster_id,size,is_noise,forensic_cluster_score,top_tokens,top_sources,example_messages
doc2vec,agglomerative,24,4736,False,5,path_token; source_file; directory; sdks; studio; visual; num_token; version; tools; productarch; bootstrapper; neutral,FILE:4727; REG:8; PE:1,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.Net.Http.Rtc\4.0.1\runtimes Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.runtime.interopservices\4.1.0\lib\portable-net45+win8+wpa81 Type: directory || NTFS:\Windows\WinSxS\amd64_microsoft-windows-wordpad_31bf3856ad364e35_10.0.22621.317_none_8ff7098935e85ce4 Type: directory
sbert,dbscan,15,10,False,4,num_token; identifier; source_file; tsk; efi; path_token; owner; group; mode; links; directory,FILE:10,TSK:/EFI/Microsoft/Boot/fi-FI/bootmgfw.efi.mui Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 1 || TSK:/EFI/Microsoft/Boot/kd_07_1415.dll Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 1 || TSK:/EFI/Microsoft/Boot/hr-HR/bootmgr.efi.mui Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 1
sbert,dbscan,13,10,False,4,num_token; update; source_file; staterepository; srd; parent; source; reason; usn_reason_data_extend; usn_reason_data_truncation; shm; machine,FILE:10,StateRepository-Machine.srd-shm File reference: 961-4 Parent file reference: 1789-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_DATA_TRUNCAT || StateRepository-Machine.srd-shm File reference: 549-3 Parent file reference: 1789-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_DATA_TRUNCAT || StateRepository-Deployment.srd-shm File reference: 555-4 Parent file reference: 1789-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_DATA_TRUN
sbert,dbscan,16,10,False,4,num_token; path_token; reg_sz; systemroot; driver; device; source_reg; hkey_local_machine; kernel; start; image; path,REG:10,[HKEY_LOCAL_MACHINE\System\ControlSet001\Services\ExecutionContext] Type: Kernel Device Driver (0x1) Start: Manual (3) Image path: System32\Drivers\ExecutionCon || [HKEY_LOCAL_MACHINE\System\ControlSet001\Services\AmdK8] Type: Kernel Device Driver (0x1) Start: Manual (3) Image path: \SystemRoot\System32\drivers\amdk8.sys E || [HKEY_LOCAL_MACHINE\System\ControlSet001\Services\VMBusHID] Type: Kernel Device Driver (0x1) Start: Manual (3) Image path: \SystemRoot\System32\drivers\VMBusHID
sbert,dbscan,8,12,False,3,source_olecf; root,OLECF:12,Name: Root Entry || Name: Root Entry || Name: Root Entry
sbert,dbscan,-1,747,True,1,num_token; path_token; reg_sz; source_reg; reg_dword_le; update; hkey_local_machine; source; source_file; hex_token; reg_binary; parent,REG:513; FILE:158; EVT:37; PE:15; LOG:13,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Licenses\SQL Server\Microsoft SQL Server Data Tools.rtf Type: file || [\Personalization\LockScreenImageUrl] Name: [REG_SZ] LockScreenImageUrl Type: [REG_DWORD_LE] 3 || [\wcm://Microsoft-Windows-Media-Capture-AppCapture-Stub?version=10.0.22621.1&language=neutral&processorArchitecture=amd64&publicKeyToken=31bf3856ad364e35&versio
sbert,gmm,97,1389,False,5,num_token; update; source; source_file; parent; reason; usn_reason_file_create; usn_reason_close; usn_reason_data_extend; dll; usn_reason_security_change; usn_reason_data_overwrite,FILE:1389,System.Reflection.Context.nuspec File reference: 238596-1 Parent file reference: 222787-1 Update source: Update reason: USN_REASON_FILE_CREATE || ExtensionActivityComp File reference: 192425-2 Parent file reference: 196688-1 Update source: Update reason: USN_REASON_FILE_DELETE USN_REASON_CLOSE || System.Private.WinRTInterop.CoreLib.pdb File reference: 238066-1 Parent file reference: 222840-1 Update source: Update reason: USN_REASON_FILE_CREATE
sbert,gmm,0,1168,False,5,path_token; source_file; kits; sdks; directory,FILE:1168,NTFS:\Program Files (x86)\Windows Kits\10\Include\10.0.22621.0\um\asysta.idl Type: file || NTFS:\Program Files (x86)\Windows Kits\10\References\10.0.22621.0\Windows.Security.Isolation.Isolatedwindowsenvironmentcontract\4.0.0.0\zh-hant Type: directory || NTFS:\Program Files (x86)\Windows Kits\10\Include\10.0.22621.0\um\LicenseProtection.h Type: file
sbert,gmm,22,1101,False,5,num_token; path_token; source_reg; deriveddata; winbuild; componentfamilies; someunparsedversionsexist; reg_binary,REG:1101,[\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-windows-n..meworkapi.resources_31bf3856ad364e35_en-us_b6bfb || [\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_dual_nete1e3e.inf_31bf3856ad364e35_none_8883b7d2648c44b8] SomeUnpars || [\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_tsusbhub.inf-languagepack_31bf3856ad364e35_en-us_9581d700475fe3f8] So
sbert,gmm,49,1084,False,5,path_token; reg_sz; source_reg; hkey_local_machine; num_token; reg_expand_sz; systemroot; class; reg_dword_le; dllpath; synctype; reg_multi_sz,REG:1084,[HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{884e2024-217d-11da-b2a4-000e7bbb2b09}\ProgID] (default): [REG_SZ] X509Enrollment.CX509AttributeExtensions.1 || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\CLSID\{840f3a85-dde5-4503-9529-4cfa8e5ca201}] (default): [REG_SZ] CLSID_PalMediaManager || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\Interface\{85D18B76-3032-11D4-9348-00C04F8EEB71}] (default): [REG_SZ] IHNetBridgedConnection
sbert,gmm,3,1011,False,5,path_token; num_token; source_reg; deriveddata; winbuild; componentfamilies,REG:1011,[\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_ru-ru_12f2 || [\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-hyper-v-o..oyment-languagepack_31bf3856ad364e35_en-us_a175 || [\DerivedData\VersionedIndex\10.0.22621.2567 (WinBuild.160101.0800)\ComponentFamilies\x86_microsoft-windows-servicingstack-inetsrv_31bf3856ad364e35_none_07f687b
sbert,gmm,50,869,False,5,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; usn_reason_data_overwrite; usn_reason_basic_info_change; lib; tmp,FILE:869,Language.Basic~ar-sa~1.0.mum File reference: 199914-2 Parent file reference: 199901-2 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EX || ComManifestSchema_v3.xsd File reference: 208366-1 Parent file reference: 207612-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_FILE_CREATE || ntenclv.h File reference: 213484-1 Parent file reference: 208390-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EXTEND USN_REASON_FIL
sbert,gmm,32,867,False,5,num_token; hex_token; provider; source_evt; source; strings; level; identifier; computer; record; event; windeveval,EVT:867,[8002 / 0x1f42] Provider identifier: {9c2a37f3-e5fd-5cae-bcd1-43dafeee1ff0} Source Name: Microsoft-Windows-Store Strings: ['No user tickets captured for S-1-5-1 || [62443 / 0xf3eb] Provider identifier: {30336ed4-e327-447c-9de0-51b652c86108} Source Name: Microsoft-Windows-Shell-Core Strings: ['SetDefault: Association=.ogv P || [28018 / 0x6d72] Provider identifier: {30336ed4-e327-447c-9de0-51b652c86108} Source Name: Microsoft-Windows-Shell-Core Strings: [] Computer Name: WinDev2311Eval
sbert,gmm,25,863,False,5,path_token; source_reg; hkey_local_machine; hex_token; reg_sz; sdks; kits,REG:863,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\D2442D3EA6B1126D55C1E93B080DEB83] 8355AD577312A18ED1DCB2182 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\080403D1FBCCDEF5EB6789F84F48E520] B024657CC19C014408294FC94 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\315B5DDC16596DF5C99D8B0CC173881E] B024657CC19C014408294FC94
sbert,gmm,9,717,False,5,num_token; source_reg; hkey_local_machine; path_token; reg_sz; hex_token,REG:717,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-windows-n..tprov-dll.resources_31bf3856ad364e35_en-us_14327fa0f || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{047DEC5A-95C1-4C86-827F-7B8C92EBA67A}\NumMethods] (default): [REG_SZ] 4 || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{B45BBD7E-A977-3F56-A626-7A693E5DBBC5}\ProxyStubClsid32] (default): [REG_SZ] {00020424-0000-0000-C000-00000000004
sbert,gmm,83,640,False,5,num_token; reg_dword_le; path_token; reg_sz; source_reg; hkey_local_machine; hex_token; reg_binary; version; software; behavior; mergealgorithm,REG:640,[HKEY_LOCAL_MACHINE\Software\Microsoft\Input\Locales\loc_0438\InputMethods] Country: [REG_DWORD_LE] 0 Current: [REG_DWORD_LE] 1 EntryCount: [REG_DWORD_LE] 1 Lan || [HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Services.Maps.LocalSearch.PlaceInfoHelper] ActivationType: [REG_DWO || [HKEY_LOCAL_MACHINE\System\ControlSet001\Control\NetDiagFx\Microsoft\HostDLLs\WPPTrace\HelperClasses\wlan_wpp] Extensible: [REG_DWORD_LE] 0 Published: [REG_DWOR
sbert,gmm,68,617,False,5,path_token; source_reg; hkey_local_machine; reg_sz; hex_token; num_token; ba; ff; aa; bd; cc; ca,REG:617,[HKEY_LOCAL_MACHINE\Software\Classes\Interface\{6DE824EA-5F9E-486F-AA10-FBF12F5EFE30}\AsynchronousInterface] (default): [REG_SZ] {0CC509D6-3E9A-4538-B909-4FF310 || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\Interface\{21E6F54B-3196-4BBB-AA8B-928A385887E9}\ProxyStubClsid32] (default): [REG_SZ] {A6FF50C0-56C0-71CA-5732 || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\Interface\{96C74EF4-185D-4F9A-8A43-4D2723758E0A}\ProxyStubClsid32] (default): [REG_SZ] {C5621364-87CC-4731-8947
sbert,gmm,71,617,False,5,num_token; update; source_file; parent; source; reason; usn_reason_file_create; dll; usn_reason_data_extend; usn_reason_data_overwrite; usn_reason_basic_info_change; usn_reason_close,FILE:617,System.dll File reference: 236815-1 Parent file reference: 222011-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EXTEND USN_REASON_FI || runtime.aot.system.runtime.handles.4.0.1.nupkg.sha512 File reference: 232730-1 Parent file reference: 223127-1 Update source: Update reason: USN_REASON_DATA_OVE || McgEngine.resources.dll File reference: 234592-1 Parent file reference: 222286-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EXTEND 
sbert,gmm,7,11623,False,4,source_file; path_token,FILE:11623,NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\Core\StartMenu\Assets\FileIcons\32\genericfile.svg Type: f || NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\f\Core\FileExplorerExtensions\Assets\images\contrast-stand || NTFS:\Windows\System32\wbem\wbemsvc.dll Type: file
sbert,gmm,2,3225,False,4,source_file; path_token; directory,FILE:3225,NTFS:\Windows\WinSxS\amd64_microsoft-windows-wordpad_31bf3856ad364e35_10.0.22621.317_none_8ff7098935e85ce4 Type: directory || NTFS:\Windows\WinSxS\x86_netfx4-aspnet_perf_ini_b03f5f7f11d50a3a_4.0.15912.0_none_6a108b5dbec1d188 Type: directory || NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..card-gids-simulator_31bf3856ad364e35_10.0.22621.2506_none_bd439ad0e820e1d9\f Type: directory
sbert,gmm,1,2190,False,4,path_token; source_file; sdks,FILE:2190,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\system.collections.concurrent\4.0.10\ref\net46\_._ Type: file || NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.ComponentModel.Annotations\4.0.10\ref\dotnet\zh-hant\System.ComponentModel.Annotations.xml Type: f || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm.microsoft.netcore.universalwindowsplatform\6.2.14\runtime.win10-arm.microsoft.netcor
sbert,gmm,6,2076,False,4,path_token; source_file; visual; studio,FILE:2076,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\TS\3082\Snippets\General\setter.snippet Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\VC\vcpackages\x86\1033\vcpkgsrvui.dll Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\Editor\Microsoft.VisualStudio.Diff.pkgdef Type: file
sbert,gmm,16,1978,False,4,path_token; source_file; directory,FILE:1978,NTFS:\Program Files\dotnet\sdk\8.0.100\Containers\tasks\net472\Microsoft.NET.StringTools.dll Type: file || NTFS:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.29700.0.0_x64__cw5n1h2txyewy\Dashboard\WebContent\node_modules\@microsoft\fast-foundat || NTFS:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.29700.0.0_x64__cw5n1h2txyewy\Dashboard\WebContent\node_modules\@fluentui\react\lib-com
sbert,gmm,12,1426,False,4,path_token; source_file; sdks; directory,FILE:1426,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.Net.Http.Rtc\4.0.1\runtimes Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.runtime.interopservices\4.1.0\lib\portable-net45+win8+wpa81 Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.reflection.emit.lightweight\4.0.1\ref\netstandard1.0\es Type: directory
sbert,gmm,23,1031,False,4,source_reg; hkey_local_machine; path_token,REG:1031,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects] (empty) || [HKEY_LOCAL_MACHINE\System\ControlSet001\Control\Class\{4d36e96c-e325-11ce-bfc1-08002be10318}\Properties] (empty) || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{786C1E78-CE78-4A10-AFD6-843FCBB90C2E}] (empty)
sbert,gmm,76,1030,False,4,num_token; path_token; reg_sz; source_reg; reg_dword_le; hkey_local_machine; reg_binary; hex_token; path; dll; displaydescription; displayname,REG:873; FILE:77; EVT:30; PE:22; LOG:13,[\Policies\Start\HideLock\Validation\Values\1] Display: [REG_SZ] Yes || [\Personalization\LockScreenImageUrl] Name: [REG_SZ] LockScreenImageUrl Type: [REG_DWORD_LE] 3 || [HKEY_LOCAL_MACHINE\System\DriverDatabase\DeviceIds\PCI\VEN_8086&DEV_7AE1] ufxsynopsys.inf: [REG_BINARY] (4 bytes)
sbert,hdbscan,84,428,False,5,num_token; path_token; source_reg; deriveddata; winbuild; componentfamilies; someunparsedversionsexist; reg_binary,REG:428,[\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-windows-n..meworkapi.resources_31bf3856ad364e35_en-us_b6bfb || [\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_dual_nete1e3e.inf_31bf3856ad364e35_none_8883b7d2648c44b8] SomeUnpars || [\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_tsusbhub.inf-languagepack_31bf3856ad364e35_en-us_9581d700475fe3f8] So
sbert,hdbscan,73,418,False,5,path_token; num_token; source_reg; deriveddata; winbuild; componentfamilies,REG:418,[\DerivedData\VersionedIndex\10.0.22621.2567 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-windows-kernelbase.resources_31bf3856ad364e35_en-us_21cab5 || [\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_system.servicemodel.activation.resources_31bf3856ad364e35_en-us_2133 || [\DerivedData\VersionedIndex\10.0.22621.2567 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-windows-i..redirect-deployment_31bf3856ad364e35_none_0b9c6
sbert,hdbscan,85,406,False,5,num_token; path_token; source_reg; deriveddata; winbuild; componentfamilies; someunparsedversionsexist; reg_binary,REG:406,[\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-windows-c..ophosting.resources_31bf3856ad364e35_en-us_b102 || [\DerivedData\VersionedIndex\10.0.22621.2567 (WinBuild.160101.0800)\ComponentFamilies\wow64_microsoft-windows-directui.resources_31bf3856ad364e35_ru-ru_b6799120 || [\DerivedData\VersionedIndex\10.0.22621.2567 (WinBuild.160101.0800)\ComponentFamilies\wow64_microsoft-windows-i..l-keyboard-0000083b_31bf3856ad364e35_none_ed2aa
sbert,hdbscan,57,385,False,5,num_token; reg_binary; ad; bf; reg_dword_le; source_reg; path_token; deriveddata; identity; oyment; dll; deployment_,REG:385,[\DerivedData\Components\amd64_microsoft-windows-a..ev-wow64-deployment_31bf3856ad364e35_10.0.22621.2506_none_5e093d4add647bbe] CF: [REG_DWORD_LE] 12 S256H: [RE || [\DerivedData\Components\amd64_microsoft-windows-security-spp-event_31bf3856ad364e35_10.0.22621.1_none_00c3e55f2fbf47ca] S256H: [REG_BINARY] (32 bytes) c!micros || [\DerivedData\Components\x86_microsoft-windows-i..otmailapi.resources_31bf3856ad364e35_10.0.22621.1_en-us_aab561c8842aba4b] S256H: [REG_BINARY] (32 bytes) c!mic
sbert,hdbscan,115,5759,False,4,source_file; path_token,FILE:5759,NTFS:\Windows\SysWOW64\hgcpl.dll Type: file || NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..ryauthfactor-client_31bf3856ad364e35_10.0.22621.1_none_e9f23a4419f66de3\DeviceCredential.dll Type: file || NTFS:\Windows\WinSxS\amd64_microsoft-windows-lanmanworkstation-adm_31bf3856ad364e35_10.0.22621.457_none_e0ca7cfc4b4bf5b7\f\LanmanWorkstation.admx Type: file
sbert,hdbscan,114,5738,False,4,source_file; path_token,FILE:5738,NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\f\Core\resources.pri Type: file || NTFS:\Windows\WinSxS\amd64_microsoft-windows-font-bitmap-terminal_31bf3856ad364e35_10.0.22621.1_none_76052498b51abc9b\cga40850.fon Type: file || NTFS:\Windows\WinSxS\FileMaps\$$_systemapps_microsoft.xboxgamecallableui_cw5n1h2txyewy_control_contenttile_3214cfe0629be901.cdf-ms Type: file
sbert,hdbscan,121,1480,False,4,source_file; path_token; directory,FILE:1480,NTFS:\Windows\System32\DriverStore\FileRepository\mdmlasno.inf_amd64_a3aca3273a43a87e Type: directory || NTFS:\Windows\WinSxS\amd64_microsoft-windows-c..shandlers.resources_31bf3856ad364e35_10.0.22621.2506_en-us_205a0882b6715639\n Type: directory || NTFS:\Windows\WinSxS\x86_microsoft-windows-d..ommandline-dsdbutil_31bf3856ad364e35_10.0.22621.2506_none_c354fa3792b582a1\r Type: directory
sbert,hdbscan,122,1464,False,4,source_file; path_token; directory,FILE:1464,NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..card-gids-simulator_31bf3856ad364e35_10.0.22621.2506_none_bd439ad0e820e1d9\f Type: directory || NTFS:\Windows\WinSxS\x86_microsoft-windows-b..ager-pcat.resources_31bf3856ad364e35_10.0.22621.1_it-it_b1a3c3162b7ca723 Type: directory || NTFS:\Windows\WinSxS\amd64_microsoft-windows-x..jectdialog.appxmain_31bf3856ad364e35_10.0.22621.2506_none_db0d64e5189a4da2 Type: directory
sbert,hdbscan,131,1063,False,4,path_token; source_file; sdks,FILE:1063,NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.sharedlibrary-arm\1.7.3\tools\SharedLibrary\ret\Toc\System.Reflection.Primitives. || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.collections.specialized\4.0.1\ref\netstandard1.3\ja\System.Collections.Specialized.xml Type: fi || NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.Runtime.InteropServices.WindowsRuntime\4.0.1\ref\netcore50\ru\System.Runtime.InteropServices.Windo
sbert,hdbscan,132,1041,False,4,path_token; source_file; sdks,FILE:1041,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\system.collections.concurrent\4.0.10\ref\net46\_._ Type: file || NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.Runtime.WindowsRuntime\4.0.11\ref\netstandard1.2\ja\System.Runtime.WindowsRuntime.xml Type: file || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.any.system.threading.timer\4.0.1\lib\net45\_._ Type: file
sbert,hdbscan,129,635,False,4,path_token; source_file; sdks; directory,FILE:635,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\system.io.compression\4.1.0\ref\xamarintvos10 Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\system.diagnostics.debug\4.3.0\ref\netstandard1.3\ja Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.io.isolatedstorage\4.0.1\ref\netstandard1.4\de Type: directory
sbert,hdbscan,144,630,False,4,path_token; source_file,FILE:630,NTFS:\Program Files\dotnet\sdk\8.0.100\Containers\tasks\net472\Microsoft.NET.StringTools.dll Type: file || NTFS:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.29700.0.0_x64__cw5n1h2txyewy\Dashboard\WebContent\node_modules\@fluentui\web-component || NTFS:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\8.0.0\ref\net8.0\System.IO.Packaging.xml Type: file
sbert,hdbscan,130,600,False,4,path_token; source_file; sdks; directory,FILE:600,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\system.threading\4.0.11\ref\xamarinmac20 Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\system.diagnostics.tracing\4.0.20\ref\net46 Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.Net.WebSockets.Client\4.0.0\ref\netstandard1.3\zh-hant Type: directory
sbert,hdbscan,145,592,False,4,path_token; source_file,FILE:592,NTFS:\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\EdgeCoupons\coupons_data.db\000004.log Type: file || NTFS:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.29700.0.0_x64__cw5n1h2txyewy\Dashboard\WebContent\node_modules\adaptive-expressions\li || NTFS:\Program Files (x86)\Microsoft\Edge\Application\120.0.2210.91\ResiliencyLinks\EdgeWebView.dat.DATA Type: file
sbert,hdbscan,104,540,False,4,source_reg; hkey_local_machine; path_token,REG:540,[HKEY_LOCAL_MACHINE\System\ControlSet001\Control\Class\{4d36e96c-e325-11ce-bfc1-08002be10318}\Properties] (empty) || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{786C1E78-CE78-4A10-AFD6-843FCBB90C2E}] (empty) || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_th-th_6e473ebe0
sbert,hdbscan,103,491,False,4,source_reg; hkey_local_machine; path_token,REG:491,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects] (empty) || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\Interface\{FC682CEB-E281-477C-A8E0-1ACD654114C8}] (empty) || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\Interface\{5E3A993D-5931-5D63-B15A-A0FF93B2CDB1}] (empty)
sbert,hdbscan,125,452,False,4,path_token; source_file; kits,FILE:452,NTFS:\Program Files (x86)\Windows Kits\10\Lib\10.0.22621.0\um\x64\wiautil.lib Type: file || NTFS:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm\mftrace.exe Type: file || NTFS:\Program Files (x86)\Windows Kits\10\Source\10.0.22621.0\ucrt\mbstring\mbccpy_s_l.cpp Type: file
sbert,hdbscan,124,417,False,4,path_token; source_file; kits,FILE:417,NTFS:\Program Files (x86)\Windows Kits\10\Include\10.0.22621.0\um\asysta.idl Type: file || NTFS:\Program Files (x86)\Windows Kits\10\Include\10.0.22621.0\um\LicenseProtection.h Type: file || NTFS:\Program Files (x86)\Windows Kits\10\Lib\10.0.22621.0\um\x64\inkobjcore.lib Type: file
sbert,hdbscan,156,389,False,4,path_token; source_file; visual; studio,FILE:389,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\JS\1029\CSY\Snippets\General\switch.snippet Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\Extensions\TestPlatform\System.Diagnostics.Contracts.dll Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\TypeScript\tmLanguage\TypeScript.tmLanguage Type: file
sbert,hdbscan,-1,13857,True,1,num_token; update; path_token; source_file; source; parent; reason; reg_sz; source_reg; usn_reason_file_create; hex_token; hkey_local_machine,FILE:7717; REG:5000; EVT:731; PE:304; WEBHIST:40,Original URL: https://r.bing.com/rp/6zg86aHGTXWfySoaJQRqV18s0QQ.br.css || System.Reflection.Context.nuspec File reference: 238596-1 Parent file reference: 222787-1 Update source: Update reason: USN_REASON_FILE_CREATE || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Licenses\SQL Server\Microsoft SQL Server Data Tools.rtf Type: file
sbert,kmeans,1,11670,False,5,path_token; source_file; source_reg; software; vgauth; registry; reg_dword_le; num_token; lnk; link; reg_sz; accounts,FILE:11637; REG:33,NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\Core\StartMenu\Assets\FileIcons\32\genericfile.svg Type: f || NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\f\Core\FileExplorerExtensions\Assets\images\contrast-stand || NTFS:\Windows\System32\wbem\wbemsvc.dll Type: file
sbert,kmeans,9,3247,False,5,path_token; source_file; directory; reg_sz; protection; lists; nt; source_reg; storage; hkey_local_machine; category; reg_dword_le,FILE:3244; REG:3,NTFS:\Windows\WinSxS\amd64_microsoft-windows-wordpad_31bf3856ad364e35_10.0.22621.317_none_8ff7098935e85ce4 Type: directory || NTFS:\Windows\WinSxS\x86_netfx4-aspnet_perf_ini_b03f5f7f11d50a3a_4.0.15912.0_none_6a108b5dbec1d188 Type: directory || NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..card-gids-simulator_31bf3856ad364e35_10.0.22621.2506_none_bd439ad0e820e1d9\f Type: directory
